segment,segment_start,segment_end,asset_target,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2022_2026,2022-01-01,2026-12-31,SPY_ret,case_model,34,0.4117647058823529,0.4117647058823529,0.01138689617580021,0.014735977061177382,0.9411764705882353,0.05656132497782544,0.056330222655722795,0.02828066248891272,4.967229357727117
2022_2026,2022-01-01,2026-12-31,SPY_ret,fusion,34,0.5882352941176471,0.5882352941176471,0.00955107412677067,0.013157266615382537,0.8823529411764706,0.046763726319748504,0.04700376168831193,0.023381863159874252,4.896174576708041
2022_2026,2022-01-01,2026-12-31,SPY_ret,fusion_case,34,0.6176470588235294,0.6176470588235294,0.009351939127290848,0.012241443425008063,0.9411764705882353,0.04776074901379008,0.04827320102036811,0.02388037450689504,5.107042332473547
2022_2026,2022-01-01,2026-12-31,UUP_ret,baseline,34,0.47058823529411764,0.47058823529411764,0.005294189660751855,0.0060567516001996755,0.9411764705882353,0.02371975033366456,0.023958622485588846,0.01185987516683228,4.4803363410852945
2022_2026,2022-01-01,2026-12-31,UUP_ret,shock_main,34,0.4411764705882353,0.4411764705882353,0.005605999541807618,0.006730058156209756,0.9117647058823529,0.02304612598233587,0.023287291303718143,0.011523062991167935,4.110975359606397
2022_2026,2022-01-01,2026-12-31,UUP_ret,shock_interactions,34,0.4117647058823529,0.4117647058823529,0.005673798544260163,0.006618673910521285,0.9411764705882353,0.02270683669825829,0.0227670722539693,0.011353418349129145,4.0020519800142385
2022_2026,2022-01-01,2026-12-31,UUP_ret,rag_memory,34,0.5588235294117647,0.5588235294117647,0.005167846059652198,0.005958234499619653,0.9411764705882353,0.023296413868122732,0.024474975565662246,0.011648206934061366,4.507954300343576
2022_2026,2022-01-01,2026-12-31,UUP_ret,shock_rag,34,0.4411764705882353,0.4411764705882353,0.005828958047893991,0.006880500774605766,0.9411764705882353,0.02421484013495622,0.02469570113927334,0.01210742006747811,4.154231328479893
2022_2026,2022-01-01,2026-12-31,UUP_ret,case_model,34,0.5882352941176471,0.588235294117647,0.0046704435019579915,0.0057244811640519006,0.9411764705882353,0.022370546020602504,0.02280596409253182,0.011185273010301252,4.7898119335399505
2022_2026,2022-01-01,2026-12-31,UUP_ret,fusion,34,0.4117647058823529,0.4117647058823529,0.005531790013127392,0.006479716250987344,0.9411764705882353,0.02278454736103082,0.023454925883517188,0.01139227368051541,4.118838080795044
2022_2026,2022-01-01,2026-12-31,UUP_ret,fusion_case,34,0.5588235294117647,0.5588235294117647,0.0050046173099504545,0.006033518446055424,0.9411764705882353,0.020853275067996592,0.021350899769146666,0.010426637533998296,4.166807125598788
